Date, Open, High, Low, Close, Volume
12/31/24, 55.74, 56.32, 55.6703, 55.91, 1018312
12/30/24, 56.51, 56.51, 55.56, 55.71, 1390414
12/27/24, 57.00, 57.36, 56.56, 56.70, 1139289
12/26/24, 56.63, 57.57, 56.46, 57.00, 1029438
12/24/24, 56.80, 57.28, 56.10, 57.15, 696141
12/23/24, 57.01, 57.33, 56.48, 56.78, 1495689
12/20/24, 56.45, 57.8983, 56.425, 57.58, 5977606
12/19/24, 58.22, 58.65, 56.47, 56.51, 1896614
12/18/24, 60.02, 60.57, 58.05, 58.11, 1660804
12/17/24, 60.48, 60.825, 59.7501, 60.15, 1753303
12/16/24, 61.70, 61.89, 60.11, 60.82, 2185914
12/13/24, 63.77, 64.00, 61.44, 61.76, 1971965
12/12/24, 63.70, 64.69, 63.33, 64.05, 2121029
12/11/24, 65.81, 66.00, 64.34, 64.38, 1752625
12/10/24, 64.91, 65.855, 64.80, 65.36, 1044131
12/09/24, 66.15, 66.718, 64.88, 64.98, 1218671
12/06/24, 67.25, 67.47, 65.88, 65.98, 1559978
12/05/24, 67.43, 67.83, 66.65, 67.10, 1666501
12/04/24, 65.34, 67.50, 65.27, 67.26, 2165485
12/03/24, 64.63, 65.46, 64.4296, 65.32, 1130844
12/02/24, 65.15, 66.175, 64.25, 64.73, 1414663
11/29/24, 66.00, 66.29, 64.63, 65.15, 1492290
11/27/24, 64.48, 64.61, 63.48, 63.89, 1017841
11/26/24, 64.01, 64.05, 62.88, 64.00, 1631217
11/25/24, 63.07, 65.07, 63.00, 64.35, 2000775
11/22/24, 61.91, 62.60, 61.84, 62.52, 2107582
11/21/24, 61.90, 62.145, 61.49, 61.91, 1495453
11/20/24, 60.63, 61.88, 60.51, 61.85, 1570453
11/19/24, 61.20, 61.96, 60.84, 61.76, 1341418
11/18/24, 62.30, 62.465, 61.58, 61.69, 1484201
11/15/24, 62.87, 63.1861, 62.14, 62.21, 1168618
11/14/24, 62.76, 63.46, 62.2764, 63.06, 1111439
11/13/24, 63.36, 64.40, 62.64, 62.79, 1824282
11/12/24, 64.02, 64.1999, 63.14, 63.42, 1368184
11/11/24, 64.69, 64.78, 64.01, 64.15, 1556626
11/08/24, 63.84, 64.5615, 63.70, 64.38, 1060705
11/07/24, 64.14, 64.63, 63.60, 64.14, 1187850
11/06/24, 67.40, 67.7526, 62.6197, 63.49, 2295601
11/05/24, 66.06, 66.99, 65.70, 66.96, 1205884
11/04/24, 65.91, 67.05, 65.855, 66.06, 1210117
11/01/24, 65.90, 66.0899, 65.00, 65.82, 1363726
10/31/24, 66.42, 66.67, 65.61, 65.63, 1132691
10/30/24, 65.22, 67.36, 64.87, 66.65, 1518142
10/29/24, 65.23, 66.44, 65.03, 65.625, 1678169
10/28/24, 66.67, 66.9959, 65.00, 65.80, 2442974
10/25/24, 66.77, 68.46, 66.31, 66.42, 2267257
10/24/24, 70.45, 70.6099, 65.86, 66.10, 3237625
10/23/24, 70.77, 71.81, 70.16, 70.33, 2174934
10/22/24, 71.83, 71.8795, 70.86, 71.04, 1301083
10/21/24, 73.05, 73.20, 71.58, 71.94, 1163221
10/18/24, 71.89, 72.99, 71.26, 72.94, 1241400
10/17/24, 71.64, 71.91, 71.28, 71.81, 1294541
10/16/24, 71.64, 72.32, 71.4286, 71.61, 1388327
10/15/24, 71.78, 73.05, 71.515, 71.64, 1164782
10/14/24, 71.80, 71.98, 70.91, 71.57, 766714
10/11/24, 72.34, 72.82, 72.00, 72.13, 704620
10/10/24, 72.13, 72.56, 72.00, 72.34, 808746
10/09/24, 72.00, 72.54, 71.7902, 72.24, 584662
10/08/24, 72.65, 72.98, 71.11, 72.11, 901285
10/07/24, 71.99, 72.83, 71.99, 72.49, 1944141
10/04/24, 72.48, 72.57, 71.15, 72.31, 1291333
10/03/24, 72.70, 72.82, 71.61, 71.80, 1148592
10/02/24, 72.60, 73.12, 72.015, 72.36, 1285132
10/01/24, 72.92, 73.46, 72.02, 72.89, 2136823
09/30/24, 71.94, 72.51, 71.0701, 72.32, 1525264
09/27/24, 72.17, 72.795, 71.8211, 72.10, 836959
09/26/24, 71.62, 72.41, 71.535, 71.99, 898149
09/25/24, 71.62, 71.765, 70.475, 71.24, 1146211
09/24/24, 71.52, 72.14, 71.18, 71.95, 1074677
09/23/24, 71.53, 72.26, 71.21, 71.47, 974869
09/20/24, 71.30, 71.74, 70.73, 71.21, 1349867
09/19/24, 72.25, 72.25, 70.85, 71.82, 1123611
09/18/24, 70.84, 72.20, 70.72, 71.16, 1251415
09/17/24, 70.10, 70.71, 69.66, 70.42, 1188939
09/16/24, 69.73, 71.33, 69.65, 69.79, 2160401
09/13/24, 67.77, 69.13, 67.715, 68.73, 1235688
09/12/24, 67.39, 68.105, 67.24, 67.31, 1627956
09/11/24, 67.26, 67.53, 65.84, 67.42, 1055298
09/10/24, 67.63, 67.75, 66.795, 67.60, 890178
09/09/24, 66.53, 68.27, 66.21, 67.63, 1091832
09/06/24, 67.81, 68.27, 66.155, 66.50, 1013626
09/05/24, 68.05, 68.135, 67.055, 67.80, 840208
09/04/24, 67.33, 68.27, 67.26, 67.99, 1103623
09/03/24, 68.16, 68.30, 67.05, 67.26, 1359140
08/30/24, 68.19, 68.275, 67.22, 68.16, 1240256
08/29/24, 67.72, 68.83, 67.28, 68.03, 1184178
08/28/24, 67.95, 68.02, 67.17, 67.72, 734557
08/27/24, 67.98, 68.845, 67.50, 67.95, 1214763
08/26/24, 68.29, 69.2299, 68.15, 68.51, 949174
08/23/24, 67.13, 68.07, 67.015, 68.02, 808288
08/22/24, 67.00, 67.37, 66.455, 66.82, 856659
08/21/24, 65.79, 66.58, 65.44, 66.57, 810070
08/20/24, 66.46, 66.46, 65.61, 65.88, 846839
08/19/24, 66.38, 66.57, 65.94, 66.33, 782356
08/16/24, 65.82, 66.645, 65.65, 66.34, 965033
08/15/24, 65.37, 66.21, 65.37, 66.04, 1364031
08/14/24, 64.22, 65.08, 64.22, 64.62, 977377
08/13/24, 63.27, 64.18, 63.21, 64.07, 876454
08/12/24, 64.09, 64.235, 62.685, 63.09, 993784
08/09/24, 63.92, 64.445, 63.61, 64.27, 1313199
08/08/24, 63.35, 64.26, 63.21, 64.02, 1093754
08/07/24, 64.37, 64.95, 63.03, 63.10, 798588
08/06/24, 63.02, 64.74, 62.87, 63.70, 1514621
08/05/24, 62.07, 63.2842, 59.88, 62.85, 2182199
08/02/24, 64.12, 64.59, 62.6205, 63.46, 1630862
08/01/24, 64.35, 65.605, 64.21, 65.01, 1200432
07/31/24, 65.51, 66.01, 64.18, 64.46, 2244267
07/30/24, 64.90, 65.795, 64.38, 65.51, 1625182
07/29/24, 64.22, 64.9255, 63.22, 64.70, 1780318
07/26/24, 62.31, 63.89, 61.25, 63.85, 2088409
07/25/24, 64.45, 65.12, 60.52, 61.52, 4099009
07/24/24, 58.68, 59.98, 58.68, 59.42, 2253652
07/23/24, 59.39, 59.48, 58.14, 58.28, 1314853
07/22/24, 59.48, 61.33, 57.995, 59.85, 3558436
07/19/24, 60.05, 60.05, 58.52, 59.00, 1253736
07/18/24, 60.46, 61.62, 59.84, 60.26, 1038673
07/17/24, 61.98, 62.38, 60.54, 60.67, 1754496
07/16/24, 59.70, 62.14, 59.53, 62.12, 2019591
07/15/24, 60.00, 60.02, 59.00, 59.51, 1222674
07/12/24, 58.91, 60.27, 58.805, 59.74, 1107926
07/11/24, 57.45, 58.73, 57.42, 58.58, 1239576
07/10/24, 56.77, 57.58, 56.63, 57.15, 909994
07/09/24, 56.47, 57.39, 56.46, 56.54, 1458593
07/08/24, 56.67, 57.23, 56.56, 56.83, 1122674
07/05/24, 56.66, 56.79, 55.90, 56.59, 1141847
07/03/24, 57.06, 57.46, 56.13, 57.03, 826410
07/02/24, 57.25, 57.365, 56.12, 57.06, 1091198
07/01/24, 58.44, 58.61, 57.40, 57.52, 1034878
